titulo,orgao,vagas,salario,salario_numerico,escolaridade,status,cidade,estado,data_coleta,fonte,link
CONCHALPREV - Instituto de Previdência dos Servidores Municipais de Conchal,,1,"R$ 1700,94",1700.94,Fundamental,,,,2025-10-16T15:46:34.873947,PCI Concurso,https://www.pciconcursos.com.br/noticias/conchalprev-abre-novo-concurso-publico-para-faxineira
Consórcio Intermunicipal Cemmil,,0,"R$ 3000,00",3000.0,Fundamental,,,,2025-10-16T15:46:34.873947,PCI Concurso,https://www.pciconcursos.com.br/noticias/cemmil-sp-publica-edital-de-processo-seletivo-para-cargos-de-nivel-fundamental
CORE - Conselho Regional dos Representantes Comerciais no Estado de São Paulo,,29,"R$ 8524,51",8524.51,Superior,,,,2025-10-16T15:46:34.875954,PCI Concurso,https://www.pciconcursos.com.br/noticias/core-sp-promove-concurso-publico-com-salarios-de-ate-8-5-mil
CRA - Conselho Regional de Administração de São Paulo,,22,"R$ 5968,00",5968.0,Superior,,,,2025-10-16T15:46:34.875954,PCI Concurso,https://www.pciconcursos.com.br/noticias/cra-sp-abre-22-vagas-em-novo-concurso-publico
CREF - Conselho Regional de Educação Física - 4ª Região,,21,"R$ 10.858,90",10858.9,Superior,,,,2025-10-16T15:46:34.875954,PCI Concurso,https://www.pciconcursos.com.br/noticias/cref-da-4-regiao-informa-abertura-das-inscricoes-de-concurso-publico
EMURJA - Empresa Municipal de Urbanização de Jaboticabal,,1,"R$ 2824,30",2824.3,Fundamental,,,,2025-10-16T15:46:34.875954,PCI Concurso,https://www.pciconcursos.com.br/noticias/emurja-sp-abre-inscricoes-para-um-novo-processo-seletivo
Etec - Escola Técnica - Itapevi,,0,"R$ 22,47",22.47,Superior,,,,2025-10-16T15:46:34.875954,PCI Concurso,https://www.pciconcursos.com.br/noticias/etec-de-itapevi-sp-lanca-edital-de-processo-seletivo-para-cargo-de-professor
FAMESP - Fundação para o Desenvolvimento Médico e Hospitalar,,7,"R$ 5784,95",5784.95,Superior,,,,2025-10-16T15:46:34.875954,PCI Concurso,https://www.pciconcursos.com.br/noticias/famesp-divulga-sete-processos-seletivos-para-medicos-em-botucatu-sp
Funcamp - Faculdade de Ciências Médicas,,1,"R$ 3322,20",3322.2,Superior,,,,2025-10-16T15:46:34.875954,PCI Concurso,https://www.pciconcursos.com.br/noticias/funcamp-sp-abre-processo-seletivo-para-tecnico-de-laboratorio-pesquisador
Funcamp - Fundação de Desenvolvimento da Unicamp,,1,"R$ 2882,98",2882.98,Técnico,,,,2025-10-16T15:46:34.875954,PCI Concurso,https://www.pciconcursos.com.br/noticias/funcamp-sp-publica-processo-seletivo-para-auxiliar-de-enfermagem
FUNCAMP - Fundação de Desenvolvimento da Unicamp (AME),,1,"R$ 4276,43",4276.43,Técnico,,,,2025-10-16T15:46:34.877962,PCI Concurso,https://www.pciconcursos.com.br/noticias/funcamp-sp-publica-processo-seletivo-para-tecnico-em-equipamentos-medicos-hospitalares
Funcamp - Fundação de Desenvolvimento da Unicamp - Campinas,,1,"R$ 3380,82",3380.82,Técnico,,,,2025-10-16T15:46:34.877962,PCI Concurso,https://www.pciconcursos.com.br/noticias/funcamp-anuncia-edital-de-processo-seletivo-para-tecnico-de-enfermagem
GRAU - Grupo de Resgate,,30,"R$ 5557,50",5557.5,Superior,,,,2025-10-16T15:46:34.877962,PCI Concurso,https://www.pciconcursos.com.br/noticias/grau-ses-sp-abre-concurso-publico-para-medicos
HCRP - Hospital das Clínicas de Ribeirão Preto,,0,"R$ 2908,00",2908.0,Superior,,,,2025-10-16T15:46:34.877962,PCI Concurso,https://www.pciconcursos.com.br/noticias/hcrp-usp-abre-concurso-publico-para-fisico
"IFSP - Instituto Federal de Educação, Ciência e Tecnologia de São Paulo",,21,"R$ 8692,32",8692.32,Superior,,,,2025-10-16T15:46:34.877962,PCI Concurso,https://www.pciconcursos.com.br/noticias/ifsp-abre-concurso-publico-para-tecnicos-administrativos-em-educacao
InvestSP - Agência Paulista de Promoção de Investimentos e Competitividade,,4,"R$ 13.321,00",13321.0,Superior,,,,2025-10-16T15:46:34.877962,PCI Concurso,https://www.pciconcursos.com.br/noticias/investsp-abre-processo-seletivo-com-quatro-vagas-em-sao-paulo
MP - Ministério Público do Estado de São Paulo,,13,"R$ 18.705,85",18705.85,Superior,,,,2025-10-16T15:46:34.877962,PCI Concurso,https://www.pciconcursos.com.br/noticias/mp-sp-divulga-concurso-publico-com-salarios-de-18-7-mil
Prefeitura da Estância Turística de Avaré,,8,"R$ 5502,88",5502.88,Superior,,,,2025-10-16T15:46:34.877962,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-estancia-turistica-de-avare-sp-abre-dois-novos-concursos-publicos
Prefeitura da Estância Turística de Joanópolis,,36,"R$ 6021,78",6021.78,Superior,,,,2025-10-16T15:46:34.877962,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-da-estancia-turistica-de-joanopolis-sp-anuncia-um-concurso-publico-e-um-processo-seletivo
Prefeitura da Estância Turística de Presidente Epitácio,,63,"R$ 6341,86",6341.86,Superior,,,,2025-10-16T15:46:34.877962,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-presidente-epitacio-sp-publica-retificacao-de-concurso-publico
Prefeitura da Estância Turística de Tremembé,,106,"R$ 5280,62",5280.62,Superior,,,,2025-10-16T15:46:34.877962,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-da-estancia-turistica-de-tremembe-sp-anuncia-abertura-de-processo-seletivo-com-diversas-vagas
Prefeitura de Altinópolis,,0,"R$ 11.222,37",11222.37,Superior,,,,2025-10-16T15:46:34.877962,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-altinopolis-sp-lanca-edital-de-concurso-publico-para-formar-cadastro-reserva
Prefeitura de Américo Brasiliense,,2,"R$ 2212,89",2212.89,Superior,,,,2025-10-16T15:46:34.877962,PCI Concurso,https://www.pciconcursos.com.br/noticias/edital-de-processo-seletivo-e-anunciado-pela-prefeitura-de-americo-brasiliense-sp
Prefeitura de Araçoiaba da Serra,,2,"R$ 6405,55",6405.55,Superior,,,,2025-10-16T15:46:34.879969,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-aracoiaba-da-serra-sp-abre-concurso-publico-com-salarios-de-ate-6-4-mil
Prefeitura de Bariri,,1,"R$ 4748,28",4748.28,Superior,,,,2025-10-16T15:46:34.879969,PCI Concurso,https://www.pciconcursos.com.br/noticias/concurso-publico-da-prefeitura-de-bariri-sp-oferece-vaga-para-procurador-juridico
Prefeitura de Bauru,,4,"R$ 5808,50",5808.5,Superior,,,,2025-10-16T15:46:34.879969,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-bauru-sp-abre-inscricoes-para-quatro-concursos-publicos
Prefeitura de Cajuru,,8,"R$ 4796,00",4796.0,Superior,,,,2025-10-16T15:46:34.879969,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-cajuru-sp-divulga-retificacao-de-concurso-publico
Prefeitura de Capela do Alto,,0,"R$ 5098,65",5098.65,Superior,,,,2025-10-16T15:46:34.879969,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-capela-do-alto-sp-prorroga-inscricoes-de-processo-seletivo
Prefeitura de Cerquilho,,0,"R$ 1420,26",1420.26,Superior,,,,2025-10-16T15:46:34.879969,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-cerquilho-sp-retifica-edital-de-processo-seletivo-para-formar-cadastro-reserva
Prefeitura de Cristais Paulista,,0,"R$ 5251,62",5251.62,Superior,,,,2025-10-16T15:46:34.879969,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-cristais-paulista-sp-divulga-retificacao-de-concurso-publico
Prefeitura de Cunha,,0,"R$ 8773,85",8773.85,Superior,,,,2025-10-16T15:46:34.879969,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-cunha-sp-publica-retificacao-de-processo-seletivo
Prefeitura de Dumont,,1,"R$ 3307,58",3307.58,Ensino Médio,,,,2025-10-16T15:46:34.879969,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-dumont-sp-abre-vaga-para-escriturario-em-novo-concurso-publico
Prefeitura de Fartura,,22,"R$ 6420,92",6420.92,Superior,,,,2025-10-16T15:46:34.879969,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-fartura-sp-divulga-concurso-publico-com-salarios-de-ate-6-4-mil
Prefeitura de Guarantã,,2,"R$ 3815,66",3815.66,Superior,,,,2025-10-16T15:46:34.879969,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-guaranta-sp-abre-processo-seletivo-com-vagas-para-niveis-medio-e-superior
Prefeitura de Iacanga,,12,"R$ 5876,35",5876.35,Superior,,,,2025-10-16T15:46:34.879969,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-iacanga-sp-abre-12-vagas-em-novo-concurso-publico
Prefeitura de Itanhaém,,13,"R$ 5337,00",5337.0,Superior,,,,2025-10-16T15:46:34.879969,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-itanhaem-sp-publica-abertura-das-inscricoes-de-edital-de-processo-seletivo
Prefeitura de Itapira,,27,"R$ 3893,11",3893.11,Superior,,,,2025-10-16T15:46:34.879969,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-itapira-sp-publica-retificacoes-de-concurso-publico
Prefeitura de Itatiba,,0,"R$ 5137,66",5137.66,Superior,,,,2025-10-16T15:46:34.879969,PCI Concurso,https://www.pciconcursos.com.br/noticias/edital-de-processo-seletivo-e-divulgado-pela-prefeitura-de-itatiba-sp
Prefeitura de Jundiaí,,1,"R$ 3400,26",3400.26,Ensino Médio,,,,2025-10-16T15:46:34.879969,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-jundiai-sp-abre-concurso-publico-para-o-cargo-de-agente-comunitario-de-saude
Prefeitura de Lorena,,10,"R$ 7583,07",7583.07,Superior,,,,2025-10-16T15:46:34.881976,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-lorena-sp-abre-concurso-publico-para-diversos-cargos
Prefeitura de Lucianópolis,,1,"R$ 4011,65",4011.65,Superior,,,,2025-10-16T15:46:34.881976,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-lucianopolis-sp-lanca-concurso-publico-para-diversos-cargos
Prefeitura de Mairiporã,,10,"R$ 3364,67",3364.67,Ensino Médio,,,,2025-10-16T15:46:34.881976,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-mairipora-sp-publica-concurso-publico-para-guarda-civil-municipal
Prefeitura de Miracatu,,30,"R$ 6678,00",6678.0,Superior,,,,2025-10-16T15:46:34.881976,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-miracatu-sp-promove-concurso-publico
Prefeitura de Mirante do Paranapanema,,36,"R$ 2589,66",2589.66,Superior,,,,2025-10-16T15:46:34.881976,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-mirante-do-paranapanema-sp-publica-retificacao-de-concurso-publico
Prefeitura de Mococa,,62,"R$ 3787,74",3787.74,Superior,,,,2025-10-16T15:46:34.881976,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-mococa-sp-abre-inscricoes-para-edital-de-concurso-publico
Prefeitura de Mogi Guaçu,,17,"R$ 3528,62",3528.62,Superior,Aberto,,,2025-10-16T15:46:34.881976,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-mogi-guacu-sp-reabre-concurso-publico-e-processo-seletivo
Prefeitura de Neves Paulista,,3,"R$ 5238,26",5238.26,Superior,,,,2025-10-16T15:46:34.881976,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-neves-paulista-sp-divulga-processo-seletivo-para-diretor-escolar
Prefeitura de Palestina,,127,"R$ 13.208,58",13208.58,Superior,,,,2025-10-16T15:46:34.881976,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-palestina-sp-lanca-edital-de-concurso-publico-com-127-vagas
Prefeitura de Paranapanema,,14,"R$ 9340,04",9340.04,Superior,,,,2025-10-16T15:46:34.881976,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-paranapanema-sp-retifica-concurso-publico-com-salarios-de-ate-9-3-mil
Prefeitura de Piedade,,80,"R$ 10.306,58",10306.58,Superior,,,,2025-10-16T15:46:34.881976,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-piedade-sp-retifica-um-dos-editais-de-concursos-publicos
Prefeitura de Pirangi,,1,"R$ 3731,87",3731.87,Superior,,,,2025-10-16T15:46:34.881976,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-pirangi-sp-divulga-processo-seletivo-para-cargo-de-assistente-social
Prefeitura de Presidente Epitácio,,1,"R$ 2342,65",2342.65,Superior,,,,2025-10-16T15:46:34.881976,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-presidente-epitacio-sp-publica-processo-seletivo-com-diversos-cargos
Prefeitura de Regente Feijó,,0,"R$ 4867,77",4867.77,Superior,,,,2025-10-16T15:46:34.881976,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-regente-feijo-sp-abre-edital-de-processo-seletivo-para-formar-cadastro-reserva
Prefeitura de Ribeirão Corrente,,5,"R$ 12.652,82",12652.82,Superior,,,,2025-10-16T15:46:34.881976,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-ribeirao-corrente-sp-prorroga-inscricoes-de-concurso-publico
Prefeitura de Rifaina,,17,"R$ 3749,11",3749.11,Superior,,,,2025-10-16T15:46:34.881976,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-rifaina-sp-abre-concurso-publico-para-diversas-areas
Prefeitura de Santa Gertrudes,,0,"R$ 3761,18",3761.18,Superior,,,,2025-10-16T15:46:34.881976,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-santa-gertrudes-sp-abre-cadastro-reserva-para-diversos-cargos-em-novo-processo-seletivo
Prefeitura de Santana de Parnaíba,,11,"R$ 5568,49",5568.49,Superior,,,,2025-10-16T15:46:34.883982,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-santana-de-parnaiba-sp-publica-edital-de-concurso-publico-com-diversos-cargos
Prefeitura de Santo Anastácio,,2,"R$ 1730,47",1730.47,Superior,,,,2025-10-16T15:46:34.883982,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-santo-anastacio-sp-retifica-edital-de-processo-seletivo
Prefeitura de Santo Antônio da Alegria,,2,"R$ 2266,26",2266.26,Superior,,,,2025-10-16T15:46:34.883982,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-santo-antonio-da-alegria-sp-publica-edital-de-processo-seletivo
Prefeitura de Santos,,39,"R$ 3552,09",3552.09,Médio,,,,2025-10-16T15:46:34.883982,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-santos-sp-divulga-retificacao-de-concurso-publico
Prefeitura de São José do Rio Preto,,577,"R$ 16.232,76",16232.76,Superior,,,,2025-10-16T15:46:34.883982,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-sao-jose-do-rio-preto-sp-informa-abertura-de-processo-seletivo-e-concurso-publico
Prefeitura de São Simão,,5,"R$ 6768,00",6768.0,Superior,,,,2025-10-16T15:46:34.883982,PCI Concurso,https://www.pciconcursos.com.br/noticias/concurso-publico-para-medicos-e-divulgado-pela-prefeitura-de-sao-simao-sp
Prefeitura de Serra Azul,,36,"R$ 3232,39",3232.39,Superior,,,,2025-10-16T15:46:34.883982,PCI Concurso,https://www.pciconcursos.com.br/noticias/edital-de-processo-seletivo-e-divulgado-pela-prefeitura-de-serra-azul-sp
Prefeitura de Sorocaba,,89,"R$ 6102,71",6102.71,Superior,,,,2025-10-16T15:46:34.883982,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-sorocaba-sp-abre-concurso-publico-com-89-vagas
Prefeitura de Taquarivaí,,12,"R$ 14.592,79",14592.79,Superior,,,,2025-10-16T15:46:34.883982,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-taquarivai-sp-promove-concurso-publico-com-salarios-de-ate-14-5-mil
Prefeitura de Tietê/SP,,0,"R$ 4243,43",4243.43,Superior,,,,2025-10-16T15:46:34.883982,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-tiete-sp-abre-edital-de-processo-seletivo-para-cargos-de-niveis-medio-e-superior
Prefeitura de Timburi,,4,"R$ 3334,72",3334.72,Superior,,,,2025-10-16T15:46:34.883982,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-timburi-sp-abre-concurso-publico-para-nivel-medio-e-superior
Prefeitura de Tuiuti,,0,"R$ 3474,30",3474.3,Superior,,,,2025-10-16T15:46:34.883982,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-tuiuti-sp-abre-edital-de-processo-seletivo-para-formar-cadastro-reserva
Prodesan - Progresso e Desenvolvimento de Santos,,11,"R$ 6931,09",6931.09,Superior,,,,2025-10-16T15:46:34.883982,PCI Concurso,https://www.pciconcursos.com.br/noticias/prodesan-abre-inscricoes-de-tres-editais-de-processo-seletivo
SAAEB - Serviço Autônomo de Água e Esgotos de Bebedouro,,4,"R$ 7192,72",7192.72,Superior,,,,2025-10-16T15:46:34.883982,PCI Concurso,https://www.pciconcursos.com.br/noticias/saaeb-de-bebedouro-sp-publica-concurso-publico-com-salarios-de-ate-7-1-mil
SAP - Secretaria da Administração Penitenciária,,100,"R$ 4695,60",4695.6,Superior,,,,2025-10-16T15:46:34.883982,PCI Concurso,https://www.pciconcursos.com.br/noticias/sap-sp-anuncia-1100-vagas-em-novo-concurso-publico
UFABC - Universidade Federal do ABC,,45,"R$ 4967,04",4967.04,Superior,,,,2025-10-16T15:46:34.883982,PCI Concurso,https://www.pciconcursos.com.br/noticias/ufabc-abre-concurso-publico-para-diversas-areas
UNESP - Universidade Estadual Paulista,,1,"R$ 10.247,69",10247.69,Superior,,,,2025-10-16T15:46:34.883982,PCI Concurso,https://www.pciconcursos.com.br/noticias/unesp-abre-concurso-publico-para-analista-de-informatica-no-campus-de-rio-claro-sp
UNESP - Universidade Estadual Paulista - Franca,,1,"R$ 4258,11",4258.11,Fundamental,,,,2025-10-16T15:46:34.885987,PCI Concurso,https://www.pciconcursos.com.br/noticias/unesp-abre-concurso-para-assistente-operacional-ii
UNESP - Universidade Estadual Paulista Júlio de Mesquita Filho,,1,"R$ 6291,18",6291.18,Ensino Médio,,,,2025-10-16T15:46:34.885987,PCI Concurso,https://www.pciconcursos.com.br/noticias/unesp-de-guaratingueta-sp-divulga-concurso-publico-para-assistente-administrativo-ii-na-area-de-financas
UNICAMP - Universidade Estadual de Campinas,,0,"R$ 3336,54",3336.54,Fundamental,,,,2025-10-16T15:46:34.885987,PCI Concurso,https://www.pciconcursos.com.br/noticias/unicamp-sp-abre-concurso-para-operador-de-maquina-agricola
Unidade Hospital Infantil Cândido Fontoura,,3,"R$ 4631,25",4631.25,Superior,,,,2025-10-16T15:46:34.885987,PCI Concurso,https://www.pciconcursos.com.br/noticias/hospital-infantil-candido-fontoura-sp-anuncia-concurso-publico-para-cargo-de-medico
USP - Universidade de São Paulo,,16,"R$ 11.334,47",11334.47,Superior,,,,2025-10-16T15:46:34.885987,PCI Concurso,https://www.pciconcursos.com.br/noticias/usp-abre-14-concursos-publicos-para-cargos-tecnicos-e-superiores
Câmara de Angra dos Reis,,23,"R$ 5958,29",5958.29,Superior,,,,2025-10-16T15:46:34.885987,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-angra-dos-reis-rj-prorroga-inscricoes-de-concurso-publico
Câmara de Paraíba do Sul,,9,"R$ 2605,04",2605.04,Superior,,,,2025-10-16T15:46:34.885987,PCI Concurso,https://www.pciconcursos.com.br/noticias/camara-de-paraiba-do-sul-rj-abre-inscricoes-para-edital-de-concurso-publico
HSJB - Hospital São João Batista,,300,"R$ 1518,00",1518.0,Superior,,,,2025-10-16T15:46:34.885987,PCI Concurso,https://www.pciconcursos.com.br/noticias/hospital-sao-joao-batista-de-volta-redonda-rj-abre-concurso-publico-com-300-vagas
ALERJ - Assembleia Legislativa do Estado do Rio de Janeiro,,101,"R$ 44.008,52",44008.52,Superior,,,,2025-10-16T15:46:34.887115,PCI Concurso,https://www.pciconcursos.com.br/noticias/assembleia-legislativa-do-estado-do-rio-de-janeiro-publica-dois-editais-de-concursos-publicos
Prefeitura de Silva Jardim,,40,"R$ 3137,06",3137.06,Superior,,,,2025-10-16T15:46:34.887494,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-silva-jardim-rj-retifica-processo-seletivo-para-diversos-cargos
Prefeitura do Rio de Janeiro,,5,"R$ 19.435,08",19435.08,Superior,,,,2025-10-16T15:46:34.887494,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-do-rio-de-janeiro-rj-abre-concurso-para-gestor-de-seguranca-municipal
UNIRIO - Universidade Federal do Estado do Rio de Janeiro,,127,"R$ 4967,04",4967.04,Superior,,,,2025-10-16T15:46:34.887494,PCI Concurso,https://www.pciconcursos.com.br/noticias/unirio-promove-concurso-publico-para-tecnicos-administrativos-em-educacao
ARISMIG-Agência Reguladora Intermunicipal de Saneamento de Minas Gerais,,5,"R$ 4730,14",4730.14,Superior,,,,2025-10-16T15:46:34.887494,PCI Concurso,https://www.pciconcursos.com.br/noticias/arismig-e-ibgp-divulgam-concurso-publico-com-salarios-de-ate-4-7-mil
PMMG - Polícia Militar de Minas Gerais,,60,"R$ 11.547,07",11547.07,Superior,,,,2025-10-16T15:46:34.887494,PCI Concurso,https://www.pciconcursos.com.br/noticias/pm-mg-abre-concurso-publico-para-formacao-de-oficiais-da-policia-militar-de-minas-gerais
Prefeitura de Alfenas,,45,"R$ 2850,00",2850.0,Ensino Médio,,,,2025-10-16T15:46:34.887494,PCI Concurso,https://www.pciconcursos.com.br/noticias/prefeitura-de-alfenas-mg-abre-45-vagas-em-novo-concurso-publico
